Project_ID,Project_Type,Location,Start_Date,End_Date,Planned_Cost,Actual_Cost,Cost_Overrun,Planned_Duration,Actual_Duration,Schedule_Deviation,Vibration_Level,Crack_Width,Load_Bearing_Capacity,Temperature,Humidity,Weather_Condition,Air_Quality_Index,Energy_Consumption,Material_Usage,Labor_Hours,Equipment_Utilization,Accident_Count,Safety_Risk_Score,Image_Analysis_Score,Anomaly_Detected,Completion_Percentage,Risk_Level
PJT_757,Dam,New York,2022-01-10,2024-02-29,45938301,48535715.02,2597414.02,423,780.34,357.34,0.9887,2.7306,489.39,10.68,33.33,Rainy,69,45113.02,590.67,6031,55.88,0,7.53,58.43,0,14.30,High
PJT_758,Road,Los Angeles,2022-01-11,2023-10-17,7342877,8299314.88,956437.88,702,644.79,-57.21,0.6410,0.2645,253.28,27.51,78.24,Rainy,170,29038.18,934.92,8589,84.45,7,7.01,58.52,1,11.26,High
PJT_759,Dam,Houston,2022-01-12,2024-12-23,40526656,48573571.98,8046915.98,683,1076.96,393.96,0.4465,3.1413,167.49,41.18,49.39,Stormy,189,20306.19,846.77,8175,54.03,6,8.80,61.58,1,31.87,High
PJT_760,Tunnel,Chicago,2022-01-13,2023-08-05,22370256,24953491.71,2583235.71,361,569.06,208.06,0.7431,2.8621,252.34,30.63,54.50,Stormy,189,37363.23,485.82,2949,67.21,0,4.62,96.91,0,46.46,High
PJT_761,Dam,Houston,2022-01-14,2024-06-10,26240773,31525754.46,5284981.46,553,878.20,325.20,0.2603,4.2034,131.20,24.60,42.95,Cloudy,72,49646.79,710.87,6997,40.89,5,5.85,72.36,1,33.84,High
PJT_762,Bridge,Seattle,2022-01-15,2023-04-11,12691352,11387818.57,-1303533.43,254,451.10,197.10,1.1842,1.6370,229.07,15.12,61.59,Snowy,192,31578.47,795.31,5399,54.11,9,6.48,64.44,0,11.45,High
PJT_763,Dam,Seattle,2022-01-16,2023-08-27,3275730,4810114.66,1534384.66,218,588.96,370.96,1.4144,1.1490,428.79,13.82,70.34,Sunny,179,48607.95,683.53,5884,92.95,5,8.62,80.49,1,15.94,High
PJT_764,Tunnel,Los Angeles,2022-01-17,2023-12-12,37620796,44388690.16,6767894.16,535,694.49,159.49,1.9286,3.7559,66.11,26.02,26.42,Cloudy,110,45283.82,461.49,7397,68.66,8,7.92,82.84,1,65.40,High
PJT_765,Building,New York,2022-01-18,2023-12-08,5260143,6930846.85,1670703.85,259,689.67,430.67,1.3610,2.3070,324.69,17.09,57.94,Stormy,197,46189.32,555.22,3521,90.22,2,3.88,78.84,0,77.48,High
PJT_766,Bridge,Los Angeles,2022-01-19,2024-12-28,27749167,35194466.86,7445299.86,877,1074.92,197.92,1.3964,3.9620,215.91,28.25,81.81,Sunny,243,49751.29,442.85,6437,81.14,9,1.34,83.65,1,90.98,High
PJT_767,Dam,Los Angeles,2022-01-20,2023-10-07,13251128,19310207.06,6059079.06,563,625.21,62.21,0.8470,2.9680,138.25,9.42,77.07,Sunny,97,33723.55,670.55,3180,81.01,9,8.62,89.48,1,30.00,High
PJT_768,Dam,Chicago,2022-01-21,2025-04-16,23829500,26526658.36,2697158.36,766,1181.30,415.30,0.5954,3.4223,462.20,0.26,73.30,Rainy,95,46127.92,409.02,3747,98.12,2,4.63,79.46,0,30.00,High
PJT_769,Bridge,Chicago,2022-01-22,2024-10-16,16002431,22552108.08,6549677.08,882,998.13,116.13,1.8852,0.5311,369.78,10.31,21.80,Rainy,182,16828.22,447.65,6314,40.94,5,7.80,88.65,0,33.55,High
PJT_770,Tunnel,Seattle,2022-01-23,2024-02-07,9051572,12858097.85,3806525.85,493,745.91,252.91,1.7983,4.1216,83.53,35.78,83.97,Stormy,173,12416.67,279.23,6465,74.92,4,8.14,54.30,0,45.51,High
PJT_771,Tunnel,Los Angeles,2022-01-24,2023-10-26,22929017,31824090.04,8895073.04,480,640.45,160.45,0.4844,1.0830,128.08,24.07,35.01,Rainy,171,37752.88,955.56,2595,54.29,6,5.03,65.87,1,65.87,High
PJT_772,Dam,Houston,2022-01-25,2024-07-06,6847667,5977156.81,-870510.19,470,893.70,423.70,0.7723,2.2832,327.07,42.14,28.54,Stormy,184,26279.95,154.13,3156,85.47,0,3.45,56.49,0,57.41,High
PJT_773,Building,New York,2022-01-26,2024-02-02,23205868,28132805.21,4926937.21,346,737.80,391.80,1.8345,3.8793,237.24,42.56,80.48,Stormy,179,23698.07,778.86,9829,66.53,4,8.76,56.91,1,55.92,High
PJT_774,Building,Chicago,2022-01-27,2024-08-10,40481568,45512496.02,5030928.02,827,926.95,99.95,0.7910,4.3340,404.42,36.29,40.16,Stormy,82,18704.38,652.94,2944,98.06,6,9.87,51.27,1,10.56,High
PJT_775,Tunnel,Houston,2022-01-28,2023-12-12,25998293,32899729.01,6901436.01,339,683.86,344.86,1.2140,4.3920,82.74,3.00,64.99,Snowy,254,19669.04,385.64,4413,40.33,5,5.32,76.09,1,48.31,High
PJT_776,Dam,Houston,2022-01-29,2023-08-02,35883792,42741713.25,6857921.25,470,550.73,80.73,0.8278,2.9322,497.80,16.98,54.97,Cloudy,158,25205.20,673.59,8226,83.16,4,6.79,57.49,1,42.97,High
PJT_777,Bridge,Seattle,2022-01-30,2023-10-21,5670321,6757820.42,1087499.42,557,629.59,72.59,1.6302,0.8644,294.51,34.90,71.59,Cloudy,264,7831.20,280.16,3346,92.72,0,6.64,81.20,1,76.45,Medium
PJT_778,Tunnel,Chicago,2022-01-31,2023-08-24,33852329,32298440.02,-1553888.98,430,570.15,140.15,1.4633,2.3159,60.90,-0.92,53.02,Stormy,230,8919.14,510.42,3960,93.99,7,5.18,63.02,0,60.58,High
PJT_779,Building,New York,2022-02-01,2023-04-15,39333845,57521402.78,18187557.78,318,438.82,120.82,0.7183,3.0931,279.92,32.65,66.88,Rainy,147,45484.32,598.42,2675,63.55,8,8.82,85.91,1,68.09,High
PJT_780,Dam,Houston,2022-02-02,2024-08-22,14309109,16282104.77,1972995.77,648,932.37,284.37,1.4627,1.0863,304.02,22.04,33.03,Snowy,133,13180.52,239.67,4507,84.46,2,9.60,86.64,1,69.15,High
PJT_781,Bridge,Houston,2022-02-03,2024-08-06,38120355,46046655.72,7926300.72,835,915.70,80.70,0.5493,0.8328,343.99,28.64,37.12,Stormy,269,45253.47,282.87,6047,56.01,1,5.40,82.23,0,89.43,High
PJT_782,Dam,Seattle,2022-02-04,2023-11-21,2312670,2824182.69,511512.69,582,655.62,73.62,0.5960,1.2695,414.84,32.62,62.78,Snowy,96,45197.24,643.25,8189,40.16,9,2.57,53.49,1,32.18,High
PJT_783,Bridge,New York,2022-02-05,2025-03-02,49235477,45450918.60,-3784558.40,719,1121.65,402.65,1.0316,4.4769,197.09,21.88,59.08,Stormy,112,10880.07,125.27,2614,48.08,5,4.57,89.53,1,59.32,High
PJT_784,Dam,Houston,2022-02-06,2022-11-18,38192404,44601644.28,6409240.28,225,285.62,60.62,1.6406,3.4301,259.52,17.69,80.45,Rainy,139,35761.88,723.99,7098,80.04,5,2.66,81.87,0,15.48,High
PJT_785,Tunnel,Seattle,2022-02-07,2022-10-29,21273824,21350128.33,76304.33,197,264.41,67.41,0.8369,0.4100,307.70,33.68,42.45,Rainy,67,20609.94,884.64,4441,92.32,9,9.09,93.38,1,23.43,High
PJT_786,Bridge,Seattle,2022-02-08,2025-02-09,45560847,39438356.07,-6122490.93,780,1097.12,317.12,0.6753,2.3898,344.19,30.42,33.50,Stormy,260,13834.97,104.42,7808,99.53,1,2.89,79.67,1,97.07,High
PJT_787,Dam,New York,2022-02-09,2023-06-08,11186279,10348580.36,-837698.64,229,484.64,255.64,0.3991,4.3337,465.79,42.81,48.71,Cloudy,63,10182.47,794.24,2462,46.96,6,4.62,56.48,1,20.89,High
PJT_788,Tunnel,New York,2022-02-10,2023-10-25,45407121,60513016.00,15105895.00,319,622.19,303.19,1.1054,2.1882,161.90,40.90,72.27,Cloudy,59,18212.55,273.20,7230,60.24,8,1.12,58.94,0,69.86,High
PJT_789,Building,Chicago,2022-02-11,2022-11-23,19927718,19220067.94,-707650.06,286,285.30,-0.70,0.2712,0.1135,301.27,11.71,56.74,Sunny,270,5393.40,698.43,3205,49.01,4,4.38,50.86,0,27.43,Medium
PJT_790,Building,Los Angeles,2022-02-12,2024-09-03,5430364,7476536.00,2046172.00,569,934.01,365.01,1.4984,0.0062,468.82,29.36,59.82,Sunny,82,40064.85,625.11,1279,86.58,3,9.72,55.93,1,48.15,High
PJT_791,Building,Chicago,2022-02-13,2024-02-03,26995876,28332559.33,1336683.33,514,720.01,206.01,1.8556,1.0601,62.17,41.78,82.17,Cloudy,56,11338.06,533.67,1881,65.35,5,6.53,73.97,0,35.01,High
PJT_792,Dam,Chicago,2022-02-14,2024-03-21,49240601,64948641.98,15708040.98,814,766.60,-47.40,0.2622,2.1310,315.87,12.68,29.10,Sunny,185,34254.24,911.01,6609,59.17,2,8.45,84.22,0,29.97,High
PJT_793,Building,Houston,2022-02-15,2023-03-08,2131464,2665372.67,533908.67,435,386.08,-48.92,1.8252,2.0277,273.37,40.28,64.79,Sunny,158,45186.91,377.43,2063,62.25,9,7.09,99.90,0,48.27,High
PJT_794,Dam,Seattle,2022-02-16,2023-10-20,8142062,7645057.96,-497004.04,437,611.17,174.17,1.6392,2.3087,51.23,-7.57,24.16,Snowy,254,40262.03,210.37,4395,41.60,6,5.98,55.02,0,78.71,High
PJT_795,Tunnel,New York,2022-02-17,2023-06-21,3860410,4647324.51,786914.51,345,489.62,144.62,1.0820,4.0617,351.59,14.63,30.37,Snowy,272,37390.67,976.78,1996,67.81,3,5.58,70.43,1,14.85,Medium
PJT_796,Dam,Los Angeles,2022-02-18,2024-01-13,20308918,22029666.96,1720748.96,261,694.45,433.45,1.1083,1.3777,185.11,34.06,32.25,Cloudy,56,5784.33,491.59,6716,71.90,8,7.09,72.34,0,63.65,High
PJT_797,Road,Houston,2022-02-19,2023-02-26,1366862,1458367.61,91505.61,389,372.86,-16.14,1.9995,4.0183,399.65,23.38,30.96,Rainy,286,16439.95,493.73,7449,66.21,2,1.71,79.26,0,84.76,Low
PJT_798,Road,Houston,2022-02-20,2022-08-01,18851251,20961456.65,2110205.65,212,162.52,-49.48,0.9086,1.5530,198.65,22.41,72.86,Snowy,62,25111.91,537.09,8657,47.46,4,1.34,87.45,0,31.24,Medium
PJT_799,Bridge,Houston,2022-02-21,2025-02-02,48480018,61094444.70,12614426.70,756,1077.36,321.36,0.6122,0.0151,162.18,44.86,24.60,Cloudy,60,16498.48,647.96,1620,88.47,4,6.82,79.90,0,92.13,High
PJT_800,Bridge,Chicago,2022-02-22,2024-09-21,44488350,39698161.33,-4790188.67,684,942.61,258.61,0.9802,2.1951,104.13,12.80,62.21,Sunny,76,23489.92,443.80,2631,48.91,7,3.58,52.46,0,33.96,High
PJT_801,Dam,Seattle,2022-02-23,2023-12-16,15155636,20142282.43,4986646.43,510,661.55,151.55,1.9374,3.3487,317.80,22.06,83.84,Stormy,164,41315.60,160.30,5327,49.91,6,8.63,97.79,1,29.29,High
PJT_802,Tunnel,Chicago,2022-02-23,2024-11-24,37275718,52139897.86,14864179.86,651,1005.50,354.50,0.3008,2.0537,428.46,26.34,66.15,Sunny,74,43232.87,911.74,9941,96.62,1,3.12,84.22,0,61.44,High
PJT_803,Bridge,Chicago,2022-02-24,2024-09-16,10838554,15535337.78,4696783.78,778,935.75,157.75,0.2587,2.2223,60.09,36.00,55.26,Stormy,296,18039.50,695.34,1500,88.92,1,9.73,96.40,1,37.37,High
PJT_804,Dam,Seattle,2022-02-25,2023-06-02,24894168,29605764.95,4711596.95,303,462.18,159.18,1.5011,1.1657,492.29,43.49,46.17,Snowy,188,12765.88,830.68,5251,72.41,6,5.27,73.66,1,85.83,High
PJT_805,Dam,New York,2022-02-26,2024-02-17,40975434,45568746.49,4593312.49,756,721.12,-34.88,1.5528,3.3399,470.37,18.10,54.98,Stormy,119,40615.85,639.91,7938,73.58,8,2.35,86.31,0,94.89,High
PJT_806,Road,Houston,2022-02-27,2023-03-29,24799571,24776488.12,-23082.88,453,395.86,-57.14,0.3240,4.5236,89.80,21.95,27.87,Rainy,61,27246.00,596.66,5065,50.62,4,7.07,90.42,1,30.17,High
PJT_807,Road,Los Angeles,2022-02-28,2023-11-11,31886149,39145730.32,7259581.32,289,621.89,332.89,1.7321,3.2932,338.53,-0.01,64.80,Stormy,287,23973.46,675.69,7165,63.02,3,7.48,96.78,0,33.91,High
PJT_808,Bridge,Los Angeles,2022-03-01,2022-12-15,1779486,1689474.29,-90011.71,335,289.32,-45.68,0.7422,1.9297,121.91,41.34,60.60,Cloudy,261,33364.23,347.70,9957,47.50,8,9.71,98.01,1,33.93,High
PJT_809,Road,Chicago,2022-03-02,2025-02-12,42210227,37006008.26,-5204218.74,893,1078.96,185.96,0.9282,4.9251,227.83,-1.68,89.13,Stormy,163,32087.41,161.33,1361,77.39,1,1.80,53.69,1,20.17,High
PJT_810,Dam,Los Angeles,2022-03-03,2025-05-23,41244518,52218160.41,10973642.41,857,1177.41,320.41,0.4102,4.1037,142.06,12.41,36.29,Rainy,234,23343.46,100.38,4056,98.86,0,9.27,66.06,1,46.05,High
PJT_811,Tunnel,Seattle,2022-03-04,2024-10-07,19684225,26333747.11,6649522.11,548,948.41,400.41,1.0416,1.3109,327.33,13.59,65.52,Cloudy,228,18011.85,125.43,7822,64.12,1,5.23,87.02,0,93.82,High
PJT_812,Tunnel,Chicago,2022-03-05,2023-10-26,40899386,49073377.58,8173991.58,309,600.10,291.10,1.5307,3.1524,296.02,42.60,71.06,Rainy,168,42499.76,230.91,5448,44.78,4,4.72,92.39,1,30.38,High
PJT_813,Building,Chicago,2022-03-06,2024-04-20,43049749,47128525.32,4078776.32,369,776.13,407.13,0.6036,2.1109,348.43,23.96,84.06,Stormy,151,36341.57,594.60,6105,95.82,6,6.10,84.43,0,39.46,High
PJT_814,Bridge,Los Angeles,2022-03-07,2024-06-30,4308502,3972093.68,-336408.32,501,846.90,345.90,1.2660,3.6119,355.79,-6.78,68.12,Rainy,142,16087.84,935.87,1728,61.08,1,5.27,71.12,0,30.44,High
PJT_815,Bridge,Chicago,2022-03-08,2025-03-07,14901033,16745955.77,1844922.77,748,1095.98,347.98,0.5723,4.8793,341.43,-4.50,60.55,Sunny,145,31977.22,441.08,1125,42.95,9,6.90,78.62,1,36.88,High
PJT_816,Bridge,Los Angeles,2022-03-09,2023-01-10,26255448,39359962.37,13104514.37,363,307.89,-55.11,1.3966,1.3699,456.36,37.39,62.94,Rainy,177,23470.71,394.19,8140,55.73,0,8.38,96.57,0,87.87,High
PJT_817,Road,New York,2022-03-10,2024-03-11,2958518,3613198.38,654680.38,528,732.88,204.88,1.5868,1.5426,193.52,2.14,74.69,Stormy,57,24131.82,318.26,7054,55.49,6,8.88,89.16,1,26.59,High
PJT_818,Road,Los Angeles,2022-03-11,2024-11-05,8274513,9165833.20,891320.20,897,970.27,73.27,0.7346,3.0412,153.01,-7.05,68.64,Rainy,91,43500.90,206.57,3492,57.65,7,4.85,94.07,0,52.66,High
PJT_819,Road,Seattle,2022-03-12,2024-03-29,27182088,23595052.25,-3587035.75,503,748.03,245.03,0.2502,1.4047,492.57,-4.92,83.75,Stormy,258,48044.54,580.07,9471,78.37,0,1.06,95.22,0,19.75,High
PJT_820,Bridge,Chicago,2022-03-13,2024-04-11,34187629,51095600.50,16907971.50,585,760.04,175.04,0.3429,4.3731,127.80,22.75,85.92,Rainy,288,40351.71,112.26,5476,66.77,6,8.13,92.64,1,48.25,High
PJT_821,Dam,Houston,2022-03-14,2023-01-04,36484609,36969800.97,485191.97,348,296.34,-51.66,1.4973,4.4225,203.97,13.65,68.75,Rainy,271,38865.15,143.28,6740,98.42,2,4.32,63.24,1,37.88,Medium
PJT_822,Tunnel,Chicago,2022-03-15,2025-07-06,34786809,36901647.73,2114838.73,891,1209.12,318.12,0.5811,3.9846,490.98,4.76,22.20,Rainy,115,18747.64,430.68,8654,60.31,2,8.83,92.28,1,22.59,High
PJT_823,Dam,Seattle,2022-03-16,2024-02-23,37055371,46304569.51,9249198.51,638,709.30,71.30,1.4993,4.8858,356.98,24.14,77.09,Snowy,165,24727.48,796.20,4379,54.57,4,6.81,83.93,1,25.27,High
PJT_824,Dam,Chicago,2022-03-17,2024-07-16,12389444,17131764.29,4742320.29,731,852.14,121.14,1.8057,1.7682,55.68,19.86,76.08,Snowy,205,40281.72,966.08,1683,55.30,3,1.30,80.44,0,30.66,Medium
PJT_825,Bridge,Chicago,2022-03-18,2023-04-11,16397273,17465811.98,1068538.98,328,389.39,61.39,0.5361,1.5279,66.09,40.65,69.00,Snowy,181,8110.56,885.33,8217,68.45,4,5.63,53.35,0,99.00,Medium
PJT_826,Building,Los Angeles,2022-03-19,2024-07-11,25123251,25627582.56,504331.56,440,845.90,405.90,0.9122,4.1293,144.62,19.43,45.31,Snowy,171,32124.53,295.70,2755,40.93,5,3.17,79.79,1,51.08,High
PJT_827,Bridge,Chicago,2022-03-20,2024-09-16,37162730,49351055.31,12188325.31,856,911.39,55.39,1.6274,2.8395,241.51,22.25,56.01,Cloudy,276,44902.62,721.54,1998,58.36,5,5.33,85.15,0,19.42,High
PJT_828,Road,Seattle,2022-03-21,2023-09-30,3444721,4742159.62,1297438.62,439,558.73,119.73,1.7375,4.9325,293.20,42.99,69.73,Cloudy,118,10949.05,283.36,4709,75.54,2,5.69,61.91,1,23.59,Medium
PJT_829,Tunnel,Chicago,2022-03-22,2023-12-08,11543900,16893411.94,5349511.94,691,626.94,-64.06,1.1765,4.9170,282.69,18.31,23.46,Stormy,192,46585.54,251.00,2984,42.69,1,1.13,61.50,1,11.46,High
PJT_830,Bridge,New York,2022-03-23,2024-06-02,8691637,7643870.99,-1047766.01,652,802.00,150.00,0.1566,4.2064,318.59,37.73,84.37,Rainy,233,22380.52,110.08,2369,89.07,3,4.35,89.84,1,92.55,High
PJT_831,Dam,Chicago,2022-03-24,2024-08-28,44612416,44995172.98,382756.98,476,888.13,412.13,1.8925,2.9482,389.80,33.24,39.35,Stormy,214,11221.37,383.38,7695,91.98,9,3.85,83.81,1,10.33,High
PJT_832,Tunnel,New York,2022-03-25,2024-12-17,1235438,1347291.94,111853.94,593,998.48,405.48,1.6496,4.7173,478.62,22.36,50.63,Snowy,134,5879.53,720.13,8141,65.97,6,4.80,54.60,1,68.26,High
PJT_833,Building,Los Angeles,2022-03-26,2023-10-10,48249985,67379668.62,19129683.62,268,563.75,295.75,1.9869,1.1240,176.99,34.43,57.92,Snowy,152,32635.33,930.16,5405,86.35,7,1.38,80.76,0,60.55,High
PJT_834,Dam,New York,2022-03-27,2024-06-23,20743501,25101185.95,4357684.95,609,819.56,210.56,0.8180,3.6281,304.07,12.29,47.19,Rainy,250,5694.20,310.67,8101,73.48,8,9.08,78.29,1,99.55,High
PJT_835,Road,Chicago,2022-03-28,2023-03-29,25897103,35527018.12,9629915.12,254,366.96,112.96,0.9146,1.8151,429.75,21.31,82.78,Snowy,227,31761.57,213.85,2425,47.96,5,5.09,98.17,0,60.32,High
PJT_836,Dam,New York,2022-03-29,2022-12-29,6278736,7595025.37,1316289.37,195,275.44,80.44,0.1111,4.7180,453.80,10.27,29.74,Snowy,250,25744.35,402.05,6150,98.29,1,5.15,72.85,1,70.39,Medium
PJT_837,Dam,New York,2022-03-30,2023-11-27,13406967,18228620.87,4821653.87,483,607.10,124.10,0.2835,3.3649,425.65,20.33,39.62,Stormy,232,31649.93,945.97,8139,55.98,2,2.27,97.15,0,62.89,Medium
PJT_838,Road,Houston,2022-03-31,2024-04-21,25591462,26184177.63,592715.63,450,752.13,302.13,0.3506,4.1165,205.98,6.15,54.03,Snowy,131,24580.29,555.22,1047,90.70,2,2.14,93.48,0,10.01,High
PJT_839,Bridge,Houston,2022-04-01,2022-10-01,27796464,27593890.04,-202573.96,230,183.59,-46.41,1.4378,1.7109,173.80,-7.09,32.02,Cloudy,121,43142.82,523.00,3910,70.19,8,6.50,94.37,0,35.20,High
PJT_840,Tunnel,Houston,2022-04-02,2024-08-21,35675831,34562721.62,-1113109.38,677,872.69,195.69,1.4088,3.5854,158.17,-2.51,49.38,Rainy,291,47028.22,931.78,7113,40.37,1,1.53,67.57,0,72.82,High
PJT_841,Tunnel,Houston,2022-04-03,2023-09-07,1068833,1332591.02,263758.02,298,522.41,224.41,1.7033,4.4295,99.14,34.90,26.03,Cloudy,159,8639.19,892.10,6942,53.64,7,1.48,78.48,1,12.95,High
PJT_842,Tunnel,New York,2022-04-04,2024-08-24,1986892,1694803.52,-292088.48,787,873.37,86.37,1.0193,4.5303,423.49,25.95,81.41,Stormy,251,19051.63,740.24,5801,53.62,2,8.18,76.10,1,59.98,High
PJT_843,Dam,New York,2022-04-05,2023-09-08,18253074,18825646.51,572572.51,532,521.70,-10.30,0.9972,0.5778,426.35,-5.16,63.71,Stormy,286,11356.28,526.72,6093,88.66,1,2.92,88.53,0,13.20,Medium
PJT_844,Building,Houston,2022-04-06,2023-06-23,38680307,49572375.59,10892068.59,337,443.45,106.45,0.8662,3.4230,80.92,39.08,34.93,Sunny,162,16521.51,787.55,4964,60.24,2,4.79,53.02,0,98.11,High
PJT_845,Road,Houston,2022-04-07,2024-05-22,40479205,48824798.57,8345593.57,619,776.34,157.34,1.9805,4.9823,450.95,41.20,55.24,Stormy,127,48545.29,386.13,4733,62.96,4,4.65,56.89,1,40.06,High
PJT_846,Road,New York,2022-04-08,2024-05-03,27405562,29709518.95,2303956.95,463,756.48,293.48,1.2778,1.7622,213.90,11.84,34.42,Cloudy,236,42109.34,634.66,9861,96.22,5,1.96,74.67,0,75.76,High
PJT_847,Bridge,Houston,2022-04-09,2023-05-05,6592494,9874948.92,3282454.92,419,391.86,-27.14,0.9791,2.5376,224.56,23.06,68.07,Cloudy,134,41244.86,733.74,8293,80.92,0,7.18,58.86,0,46.55,High
PJT_848,Bridge,Los Angeles,2022-04-10,2023-08-29,18988480,24763089.22,5774609.22,419,506.02,87.02,0.2580,0.8856,50.29,-5.45,29.47,Rainy,280,19118.62,814.50,6854,92.32,0,1.10,93.00,0,72.97,High
PJT_849,Tunnel,Houston,2022-04-11,2023-08-09,15401480,21728952.90,6327472.90,507,485.83,-21.17,1.8680,4.5325,206.16,33.89,68.05,Stormy,116,24806.95,901.54,6567,41.92,4,1.39,91.74,1,49.86,High
PJT_850,Dam,Seattle,2022-04-12,2024-09-17,4323061,6290000.64,1966939.64,654,889.33,235.33,1.4458,2.9494,214.77,-8.46,36.14,Snowy,62,5437.52,453.40,4542,98.19,0,2.83,94.86,1,34.97,High
PJT_851,Dam,Houston,2022-04-13,2023-10-11,34989450,43650162.20,8660712.20,399,546.06,147.06,1.9474,1.4211,82.40,6.49,62.94,Snowy,294,14962.16,688.55,3855,97.59,5,4.11,87.50,0,71.74,High
PJT_852,Building,Seattle,2022-04-13,2023-03-16,5742025,5004849.37,-737175.63,226,337.51,111.51,0.8744,2.4345,473.26,-9.28,21.35,Stormy,159,47430.71,917.95,9970,43.53,8,4.48,71.96,0,80.05,High
PJT_853,Dam,New York,2022-04-14,2024-05-06,46648662,43450856.67,-3197805.33,692,753.54,61.54,1.7906,1.0890,137.23,36.66,41.47,Sunny,270,15126.27,102.50,9040,67.51,2,4.01,50.40,1,41.31,Medium
PJT_854,Tunnel,Houston,2022-04-15,2024-04-01,26466669,27883094.78,1416425.78,685,717.63,32.63,0.3470,1.9558,178.64,15.27,37.83,Stormy,65,33248.14,695.34,3448,53.13,3,3.77,92.80,1,76.35,Medium
PJT_855,Tunnel,Chicago,2022-04-16,2023-08-09,29303488,40887293.66,11583805.66,220,480.87,260.87,0.1882,1.2214,336.74,42.75,58.91,Rainy,180,16397.46,112.55,2911,45.30,6,5.00,89.73,0,10.58,High
PJT_856,Building,New York,2022-04-17,2024-08-05,38753622,46958318.25,8204696.25,522,841.75,319.75,1.9658,2.2557,435.74,37.34,26.14,Stormy,238,31711.85,481.15,3744,63.71,3,9.58,62.01,1,89.41,High
PJT_857,Tunnel,Seattle,2022-04-18,2024-05-21,35940951,34907652.07,-1033298.93,648,764.12,116.12,0.5861,4.9165,450.47,28.22,28.83,Rainy,79,9087.53,409.83,3655,53.54,8,1.06,59.45,1,25.14,High
PJT_858,Bridge,Seattle,2022-04-19,2023-04-09,36194097,49248932.27,13054835.27,249,355.86,106.86,1.0923,4.5493,375.26,27.75,59.59,Rainy,77,39776.11,552.82,4464,72.13,5,5.95,54.08,1,38.17,High
PJT_859,Road,New York,2022-04-20,2024-01-24,7321411,8039772.01,718361.01,351,644.11,293.11,1.0819,3.5441,387.69,32.52,84.20,Rainy,186,39451.45,729.43,4538,44.03,6,6.48,57.73,0,53.16,High
PJT_860,Dam,Chicago,2022-04-21,2023-10-30,21870302,30903856.86,9033554.86,462,557.80,95.80,1.3490,4.9771,112.15,29.73,53.37,Snowy,63,12993.45,292.38,5825,72.20,3,2.22,97.28,1,17.98,High
PJT_861,Building,New York,2022-04-22,2024-04-23,9836834,14272858.53,4436024.53,465,732.06,267.06,1.7345,3.7389,79.72,43.57,86.96,Stormy,204,36974.31,730.99,3073,84.14,0,2.15,81.70,0,34.93,High
PJT_862,Dam,Seattle,2022-04-23,2023-02-20,30454529,35745015.60,5290486.60,314,303.21,-10.79,1.7159,0.6360,444.11,3.40,70.25,Snowy,280,39958.07,217.58,2532,65.08,0,4.66,69.79,1,98.59,High
PJT_863,Tunnel,Los Angeles,2022-04-24,2024-08-02,30525911,35013120.31,4487209.31,789,831.33,42.33,0.7761,4.5155,93.18,19.55,29.24,Snowy,225,6031.30,245.71,2468,64.94,1,5.23,68.91,1,87.45,Medium
PJT_864,Dam,Chicago,2022-04-25,2024-05-22,2957675,3020927.60,63252.60,723,758.63,35.63,1.7001,3.7094,419.53,-6.32,47.10,Cloudy,88,30537.01,821.31,4326,96.33,6,5.38,75.05,0,60.15,High
PJT_865,Building,New York,2022-04-26,2024-05-11,3723235,4092047.73,368812.73,582,746.07,164.07,1.4308,4.6493,87.85,18.17,47.56,Sunny,65,18643.85,358.25,5173,58.03,0,4.97,71.57,1,71.64,High
PJT_866,Bridge,Seattle,2022-04-27,2024-01-17,24071350,20594207.17,-3477142.83,410,630.80,220.80,1.3297,1.8846,254.13,-2.88,31.83,Cloudy,161,44692.89,205.72,5841,98.12,4,2.95,70.55,1,84.59,High
PJT_867,Building,Chicago,2022-04-28,2025-01-03,46198231,43812028.92,-2386202.08,892,981.90,89.90,1.3904,4.2508,336.30,42.52,57.37,Rainy,292,49384.79,955.33,2607,84.39,6,2.33,62.01,1,83.86,High
PJT_868,Tunnel,Chicago,2022-04-29,2025-03-09,18694575,18571042.01,-123532.99,764,1045.83,281.83,1.1634,4.0250,449.31,29.61,87.37,Sunny,292,25741.99,962.20,6990,80.00,5,5.78,61.25,0,28.21,High
PJT_869,Tunnel,Seattle,2022-04-30,2022-12-06,25551398,35808257.24,10256859.24,259,220.70,-38.30,1.1051,2.0283,218.24,29.53,45.89,Rainy,249,37749.39,924.52,5400,69.96,7,4.61,85.61,0,99.13,High
PJT_870,Building,Seattle,2022-05-01,2025-01-06,30298799,33054997.03,2756198.03,549,981.54,432.54,0.9972,4.2862,226.86,41.22,61.63,Stormy,147,48302.38,157.22,4418,94.36,2,1.71,67.16,1,58.19,High
PJT_871,Tunnel,Chicago,2022-05-02,2024-11-17,42495113,61451854.44,18956741.44,520,930.41,410.41,0.6821,0.4377,203.76,31.82,61.72,Sunny,251,47297.81,618.14,7505,58.13,7,2.64,92.67,0,50.79,High
